High,Low,Adj Close,Volume,SMA,High_Low_Diff
0.35639134169799147,0.34384552788861206,0.16723609052828634,0.1562277507335514,0.36670003123450656,0.3228049159371215
0.3713096739647487,0.3516439020004037,0.17805620042108558,0.16625766621551583,0.36717485799518157,0.41445280605267165
0.38190955044607466,0.37464905016197464,0.18926290249553127,0.12907730169200485,0.3675464633346466,0.25152321415698353
0.3877983663332434,0.37932807462904955,0.18462568204451377,0.10895525040870899,0.3680832235699636,0.2667977914992467
0.3779836928990179,0.36880027936663934,0.17998859798268177,0.11826838305284104,0.36828966883094527,0.27698126912272747
0.3913316716343893,0.38790631225470923,0.1948664462566034,0.11042364994577078,0.3685580503306388,0.2006071894378899
0.3960427322285467,0.39297521953617637,0.19041788762908043,0.10819366418220813,0.3680212904408302,0.19551608971910872
0.3921168221186745,0.39219540822768634,0.19583385475017825,0.08509500709656649,0.3678974210729855,0.15478286092433957
0.39407978045878655,0.37776839980669125,0.18422836848688487,0.1175192408902136,0.3669477675516353,0.3686291592382764
0.3748429858362463,0.377378516992299,0.18635593897309768,0.0875191012216573,0.3657710232412298,0.12423387666460292
0.3815169522077003,0.37347930383371425,0.18964417549893878,0.10328573014926143,0.3662252072379012,0.2617060952937034
0.3807317951530632,0.38205749577966824,0.1853887795380357,0.0731561531815248,0.3649865273798013,0.13950896528123272
0.3905464685872887,0.38517684542438485,0.18848345015966458,0.10477901781407004,0.3642433194649415,0.22606515919123837
0.3720948770118492,0.35866241912399927,0.17533086578414045,0.16540399867507602,0.36127048987855437,0.33298830834820803
0.35639134169799147,0.3415060417577636,0.17068889543148472,0.16494109377515803,0.3578021883489274,0.3533539854092524
0.3379396909893846,0.3399463669354053,0.16372555741978487,0.15947814973473326,0.3543751802940083,0.13441658737653436
0.341080404622508,0.33799675709327676,0.1691416846499267,0.2012080687690853,0.3523107159368941,0.20060727465028416
0.3340138334423278,0.3177209844026187,0.16140450404886417,0.23107879493208244,0.3504939878969089,0.37372085544381967
0.3128140804796756,0.31148233079289117,0.15057299676411914,0.18547627370287825,0.34816114238561013,0.1802409158900847
0.30692527116285884,0.2927662329245914,0.14515723126181743,0.23537696983523226,0.3450231579033709,0.3482628856904712
0.30653266635413257,0.28730739062335414,0.1374203412290199,0.24341336056084995,0.34180259510943356,0.41445280605267165
0.3061400681157582,0.2837981124845396,0.14631768382272034,0.2529977642799737,0.3383755842904448,0.4551853531482833
0.334798983926613,0.3247395472059201,0.16140450404886417,0.22736051816415748,0.3353614667574891,0.2922550795534401
0.341080404622508,0.29315616141868944,0.14612420686797703,0.2419101033687699,0.3312118928606964,0.786136914844358
0.3159547875424472,0.29744525739166644,0.14593080107280884,0.22418230900961408,0.32753714607008766,0.40426992491595054
0.31516959106569853,0.3040738851751977,0.155988803776173,0.1829003524810834,0.32338757217329495,0.30752974210809625
0.3222362082383422,0.31265207712115156,0.16140450404886417,0.13207134821867034,0.3202908759831328,0.2871640650470519
0.32851756980106994,0.3181109128967166,0.1528941390845087,0.1509639117151011,0.31570776638181175,0.2973468609713776
0.32851756980106994,0.3025142103528394,0.16043740984341268,0.17032190223529411,0.3131684756095313,0.5010089999626774
0.334798983926613,0.33292780413210393,0.16333869245976715,0.17287790819616727,0.3107117634944576,0.18533261209562676
0.323806561769728,0.3251294300203123,0.1583099045868104,0.11544108222335497,0.3073673309871666,0.1446007466991702
0.3336212352039536,0.33604715377682043,0.16449931105967866,0.13924907474340187,0.30513770931563955,0.1293255728701474
0.3453988604079391,0.33487740744856015,0.1675940706307764,0.19486906739069704,0.30290808764411215,0.2973468609713776
0.3559987368892652,0.3489144873754572,0.17610445931499027,0.13778067520634008,0.3029906663013189,0.25152253245782724
0.3642431093549203,0.36139183374894573,0.17842569058484872,0.1429599041078997,0.30381645287338543,0.19551617493150295
0.3685615651403513,0.37347930383371425,0.18074678546552156,0.1271858039832473,0.30563318091337066,0.09368472198007781
0.37170227877347484,0.3594422761121952,0.18384147980700885,0.13601111980609343,0.30720217332724464,0.31771321973157823
0.4117462215499409,0.38088774945140785,0.20047575394325892,0.27621094006432034,0.3113723896425322,0.5570167208873142
0.4494346668810879,0.4405452363613825,0.2198178574609785,0.2696728098703364,0.3187631715158272,0.2667977914992455
0.44158294521662256,0.4245586053234071,0.20627836661568458,0.17725574414300385,0.32528687610641716,0.37372085544381967
0.41292402283541574,0.4023332684703263,0.19544682968111657,0.15641691002187563,0.3314802684867417,0.29225576125259517
0.41645728214409816,0.4035030147985867,0.20705209060575538,0.20235292264543858,0.3379626847852545,0.32280483072472604
0.42116834273825554,0.3933651480302743,0.19351273614964706,0.17391076549765988,0.3413896928401735,0.5162841737917027
0.4125314245970415,0.4081820392656616,0.20473133373306432,0.16645429670088832,0.3476450186951401,0.21079066706137067
0.4411903469782482,0.38088774945140785,0.2022166017886042,0.38924284676305987,0.3536526109970475,0.9388843073024825
0.4337311775596936,0.4101316425821178,0.2140152981582342,0.19079238730704534,0.35984600372288067,0.46027713456622077
0.4478643133497022,0.42806788346222163,0.20705209060575538,0.19561818575970333,0.3647181372423901,0.40936110984712837
0.43333857275096743,0.4210493728642983,0.20821250758687085,0.10833304721503872,0.37062250570452604,0.3126213531012465
0.4313756209812073,0.4214392491530183,0.20511779545548978,0.11149383943888361,0.37539141814833377,0.28207236884150866
0.40782036400288413,0.3980441724973493,0.19660740084131131,0.16702919817566694,0.37894229591660633,0.28207236884150866
0.395257535751798,0.35983215892658743,0.1791994857344947,0.19556343663738457,0.3811719175881336,0.6181156267431266
0.3618875527764339,0.3493043636641771,0.16952821160196266,0.17941601459653003,0.38170868024201177,0.3228049159371215
0.35207287934220843,0.30485370300936004,0.1521203380048982,0.267659369853068,0.3800571095164398,0.7759540337076393
0.34893217227943685,0.3075831176343065,0.17339671888298966,0.22254963831197488,0.37976808525274275,0.6995807209343511
0.36699121160896553,0.34969429868394736,0.17223605877332596,0.17864698096660206,0.37910745599508955,0.3839036513681453
0.3332286303952272,0.3044637679895898,0.1521203380048982,0.33964827936071584,0.3760520477514957,0.5366504473395078
0.3049623128227468,0.2997847435225149,0.14902551320418986,0.2390703822690316,0.37233601266880967,0.23115694060917708
0.31713254283545866,0.29471583624104775,0.15676237951712899,0.1865514598564374,0.3676703240647734,0.4551853531482833
0.3536432328735941,0.32707903333676863,0.17533086578414045,0.2127661057772554,0.36292205714903913,0.5061013778673757
0.35953204876076306,0.3430656643747439,0.1691416846499267,0.12830576973185376,0.35895828609473324,0.3737209406562151
0.3544283833578794,0.3411161067379935,0.16952821160196266,0.13165819578062482,0.3561919045333978,0.33298771186144593
0.3516802745334823,0.35008422717804527,0.17223605877332596,0.0960955595606565,0.35247586979622036,0.1802409158900847
0.35482098159625375,0.3520338370201738,0.17378369651233463,0.07886053109599059,0.35037011783804684,0.19551540801995243
0.357569090420651,0.3535935118425321,0.17184933020249385,0.07609545058587153,0.34686053078041224,0.21078998536221558
0.3418656010992567,0.3278588968506368,0.16179132156916512,0.11240225610164217,0.3425457999147149,0.34317110427253245
0.3296953710865448,0.33175805780384354,0.1602439981182799,0.06480371178586808,0.3368065887669921,0.13441726907568943
0.33244347991094203,0.32746896183086655,0.16101793558707603,0.09127970684164877,0.3318931645368447,0.22606524440363385
0.3371545405050994,0.33448747895446224,0.16723007161422546,0.09455994304378139,0.3274752094858673,0.1955160897191075
0.3387248940364852,0.338386692113047,0.16490626080976953,0.09550569189816016,0.3231398330920966,0.16496633854782153
0.3077104216471439,0.2997847435225149,0.14631548973582134,0.22362480067191284,0.3177309365732005,0.2667977914992455
0.3190955011755706,0.30680330632581626,0.1507694564910522,0.1761755851226196,0.3146548831470418,0.3228049159371215
